molecule_chembl_id,canonical_smiles,standard_value,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL3142679,NC(C(=O)N1CCC[C@H]1C(=O)NCc1cccc(O)c1)C(c1ccccc1)c1ccccc1,160.0,450.95100000000025,5.252800000000003,2.0,4.0
CHEMBL124846,O=C(Cc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCCC2=O)cc1,10000.0,604.6680000000003,0.5583700000000043,7.0,8.0
CHEMBL324485,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cnc3ccccc3c2)NC(=O)OCc2ccccc2)C1O,2500.0,522.0510000000003,6.196500000000004,2.0,5.0
CHEMBL331231,CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)Cc2ccc3[nH]c(-c4ccc(Cl)s4)nc3c2)cc1,10000.0,464.9780000000003,5.642900000000004,2.0,4.0
CHEMBL124705,O=C(Cc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCCCC2=O)cc1,10000.0,448.61100000000016,2.770500000000003,3.0,4.0
CHEMBL3349684,N[C@@H](C(=O)N1CCC[C@H]1C(=O)NC[C@H]1CC[C@H](N)CC1)C(c1ccccc1)c1ccccc1,0.1,344.82700000000006,3.8049000000000017,2.0,4.0
CHEMBL333113,CC1CC(=O)NN=C1c1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1,10000.0,574.6640000000002,-1.4016299999999933,7.0,8.0
CHEMBL117678,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cccnc2)NS(=O)(=O)Cc2ccccc2)C1O,2500.0,487.60000000000014,3.4704000000000024,2.0,5.0
CHEMBL3142706,COc1cccc(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C(c2ccccc2)c2ccccc2)c1OC,10000.0,482.9490000000003,4.3255000000000035,2.0,6.0
CHEMBL123151,O=C(COc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCOCC2=O)cc1,10000.0,495.0040000000003,5.187720000000003,2.0,5.0
CHEMBL124370,Cc1cc(NC(=O)CCc2ccc3[nH]c(-c4ccc(Cl)s4)nc3c2)ccc1N1CCOCC1=O,10000.0,589.6790000000003,-1.616529999999993,7.0,9.0
CHEMBL420322,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCCNC(=O)c2cnccn2)NS(=O)(=O)Cc2ccccc2)C1O,2500.0,591.666,-0.2205999999999959,6.0,9.0
CHEMBL111195,COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(C)O)C1CCCCC1,16.0,555.6360000000002,0.7609000000000028,5.0,7.0
CHEMBL105819,CC(O)[C@@H](C(=O)N[C@H](C)c1ccccc1)N(C)C(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N,0.008,441.5750000000001,3.7616200000000024,2.0,3.0
CHEMBL3142785,Cc1ccccc1CNC(=O)[C@@H]1CCCN1C(=O)C(N)C(c1ccccc1)c1ccccc1,600.0,480.9770000000003,4.166900000000003,2.0,5.0
CHEMBL264876,O=C(Cc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)NCc1ccc(N2CCOCC2=O)cc1,10000.0,466.9500000000003,4.238000000000004,2.0,5.0
CHEMBL125477,O=C(NCc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)c1ccc(N2CCOCC2=O)cc1,10000.0,492.96300000000014,5.806100000000004,2.0,5.0
CHEMBL122102,O=C(CCc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(-n2ccccc2=O)c(F)c1,10000.0,466.0100000000003,4.915100000000003,2.0,5.0
CHEMBL126208,O=C(Cc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)NCC1CCN(c2ccncc2)CC1,10000.0,555.5960000000002,-1.1998299999999937,7.0,9.0
CHEMBL116245,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cnccn2)NC(=O)OCc2ccccc2)C1O,2500.0,555.6360000000004,0.28870000000000506,6.0,7.0
CHEMBL322178,CC(O)[C@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(=O)N[C@@H](C)Cc1ccccc1,260.0,541.6090000000004,0.4187000000000032,6.0,7.0
CHEMBL320707,CC(O)[C@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(=O)N[C@H](C)c1ccccc1,72.0,541.6090000000004,0.4187000000000032,6.0,7.0
CHEMBL320351,CC(O)[C@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(=O)N[C@@H](C)c1ccccc1,310.0,455.60200000000015,4.070040000000003,2.0,3.0
CHEMBL3142678,Cc1cccc(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C(c2ccccc2)c2ccccc2)c1C,310.0,441.5750000000001,3.7616200000000024,2.0,3.0
CHEMBL3142752,Cc1cccc(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C(c2ccccc2)c2ccccc2)c1,100.0,466.9500000000003,4.489200000000003,2.0,5.0
CHEMBL125839,O=C(Cc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCOCC2=O)cc1,10000.0,510.4610000000003,5.024200000000004,2.0,5.0
CHEMBL124658,O=C(Cc1ccc2[nH]c(-c3ccc(Br)s3)nc2c1)NCC1CCN(c2ccncc2)CC1,10000.0,624.7240000000002,-0.24842999999999454,7.0,8.0
CHEMBL115902,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cnc3ccccc3c2)NS(=O)(=O)Cc2ccccc2)C1O,537.0,378.476,2.3195699999999997,4.0,3.0
CHEMBL49130,N=C(N)c1ccc(CNC(=O)[C@H]2CCC[C@@H]2C(=O)NCc2ccccc2)cc1,132000.0,368.48100000000017,2.3721699999999997,4.0,3.0
CHEMBL49808,N=C(N)c1ccc(CNC(=O)[C@@H]2CCC=C2C(=O)NC2CCCCC2)cc1,1510.0,496.9760000000003,4.633920000000003,2.0,6.0
CHEMBL123150,Cc1cc(NC(=O)COc2ccc3[nH]c(-c4ccc(Cl)s4)nc3c2)ccc1N1CCOCC1=O,10000.0,539.4550000000003,5.296820000000004,2.0,5.0
CHEMBL122329,Cc1cc(NC(=O)CCc2ccc3[nH]c(-c4ccc(Br)s4)nc3c2)ccc1N1CCOCC1=O,10000.0,444.91900000000027,3.632100000000001,3.0,4.0
CHEMBL122023,CCC[C@@H](NC(=O)Nc1ccc(Cl)cc1)C(=O)Nc1ccc(N2CCOCC2=O)cc1,10000.0,389.278,3.9140000000000024,2.0,4.0
CHEMBL124427,CC1CC(c2ccc3[nH]c(-c4ccc(Br)s4)nc3c2)=NNC1=O,10000.0,362.433,2.5619700000000005,4.0,3.0
CHEMBL416904,N=C(N)c1ccc(CNC(=O)C2CCC=C2C(=O)Nc2ccccc2)cc1,4900.0,505.39700000000016,5.386000000000004,2.0,5.0
CHEMBL419608,O=C(Cc1ccc2[nH]c(-c3ccc(Br)s3)nc2c1)Nc1ccc(-n2ccccc2=O)cc1,10000.0,437.4570000000003,-1.9733999999999963,6.0,7.0
CHEMBL110564,CC(O)[C@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(N)=O,230000.0,543.5850000000003,-1.2667299999999941,8.0,8.0
CHEMBL419222,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cn[nH]c2)NC(=O)OCc2ccccc2)C1O,2500.0,515.4220000000003,5.532700000000005,2.0,5.0
CHEMBL125552,O=C(CCc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCOCC2=O)c(Cl)c1,10000.0,633.504,0.16767000000000515,7.0,8.0
CHEMBL323833,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cncc(Br)c2)NC(=O)OCc2ccccc2)C1O,2500.0,585.6180000000004,-0.4281999999999948,6.0,9.0
CHEMBL321268,COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(C)O)c1ccccc1,8.3,398.5510000000003,3.1843700000000013,3.0,3.0
CHEMBL289840,CCN(C(=O)[C@@H]1CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1)C1CCCCC1,13200.0,427.5480000000001,3.4532000000000025,2.0,3.0
CHEMBL3142667,NC(C(=O)N1CCC[C@H]1C(=O)NCc1ccccc1)C(c1ccccc1)c1ccccc1,130.0,512.6980000000002,4.1455800000000025,3.0,4.0
CHEMBL3142799,Cc1c(C)c(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C(c2ccccc2)c2ccccc2)c(C)c(C)c1CN,11300.0,575.6520000000003,-2.0066299999999924,7.0,9.0
CHEMBL420688,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cnccn2)NS(=O)(=O)Cc2ccccc2)C1O,2500.0,382.5080000000002,2.61977,4.0,3.0
CHEMBL298879,N=C(N)c1ccc(CNC(=O)[C@@H]2CCC=C2C(=O)NCC2CCCCC2)cc1,9330.0,441.5350000000002,4.279470000000003,4.0,4.0
CHEMBL341510,N=C(N)c1cccc(N[C@H](C(=O)Nc2ccc(N3CCCCC3=O)cc2)c2ccccc2)c1,10000.0,416.5260000000002,-0.45459999999999606,4.0,5.0
CHEMBL273196,CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N,0.03,422.485,1.945270000000001,5.0,4.0
CHEMBL49050,N=C(N)c1ccc(CNC(=O)[C@@H]2CCC[C@H]2C(=O)N[C@@H](C(=O)O)c2ccccc2)cc1,132000.0,484.6440000000002,3.5287400000000018,3.0,4.0
CHEMBL3142680,Cc1cc(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C(c2ccccc2)c2ccccc2)c(C)cc1CN,39.0,412.5340000000003,3.0360700000000005,3.0,4.0
CHEMBL49082,CCON(C(=O)C1=CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1)C1CCCCC1,870.0,496.4380000000001,4.760000000000004,2.0,3.0
CHEMBL3142676,NC(C(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)cc(Cl)c1)C(c1ccccc1)c1ccccc1,450.0,452.9230000000001,4.560300000000003,2.0,5.0
CHEMBL125876,O=C(Nc1ccc(N2CCOCC2=O)cc1)c1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1,10000.0,641.7110000000001,-1.1478299999999941,8.0,10.0
CHEMBL431080,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2nc3ccccc3nc2O)NS(=O)(=O)Cc2ccccc2)C1O,2500.0,604.6680000000003,0.5583700000000051,7.0,8.0
CHEMBL115378,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2nccc3ccccc23)NC(=O)OCc2ccccc2)C1O,2500.0,402.83800000000025,2.4634,3.0,4.0
CHEMBL125495,O=C(CNC(=O)Nc1ccc(Cl)cc1)Nc1ccc(N2CCOCC2=O)cc1,10000.0,378.476,2.3195699999999997,4.0,3.0
CHEMBL49757,N=C(N)c1ccc(CNC(=O)[C@@H]2CCC[C@H]2C(=O)NCc2ccccc2)cc1,44700.0,524.4880000000002,5.414300000000004,2.0,5.0
CHEMBL125491,O=C(CCc1ccc2[nH]c(-c3ccc(Br)s3)nc2c1)NCC1CCN(c2ccncc2)CC1,10000.0,563.6560000000001,-0.40129999999999644,7.0,8.0
CHEMBL419202,CC(O)[C@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(=O)N[C@H](CO)C1CCCCC1,19.0,376.46000000000004,2.2396699999999994,4.0,3.0
CHEMBL17646,N=C(N)c1ccc(CNC(=O)C2CCC=C2C(=O)NCc2ccccc2)cc1,11200.0,496.4380000000001,4.760000000000004,2.0,3.0
CHEMBL3142739,NC(C(=O)N1CCC[C@H]1C(=O)NCc1cccc(Cl)c1Cl)C(c1ccccc1)c1ccccc1,260.0,470.6170000000001,3.519200000000003,2.0,4.0
CHEMBL3142553,CN(C)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C(c2ccccc2)c2ccccc2)cc1,4000.0,461.9930000000001,4.106600000000004,2.0,3.0
CHEMBL3142750,NC(C(=O)N1CCC[C@H]1C(=O)NCc1cccc(Cl)c1)C(c1ccccc1)c1ccccc1,12.0,506.4440000000001,4.2157000000000036,2.0,3.0
CHEMBL3142700,NC(C(=O)N1CCC[C@H]1C(=O)NCc1cccc(Br)c1)C(c1ccccc1)c1ccccc1,10.0,390.4870000000001,2.976370000000001,3.0,3.0
CHEMBL298122,CCN(C(=O)C1=CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1)c1ccccc1,980.0,372.46200000000005,1.8583999999999996,2.0,4.0
CHEMBL168471,CC(C)C[C@H](C=O)NC(=O)[C@@H](NS(=O)(=O)c1ccc(F)cc1)C(C)C,100000.0,653.5600000000001,-0.6391299999999938,7.0,8.0
CHEMBL117656,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cncc(Br)c2)NS(=O)(=O)Cc2ccccc2)C1O,2500.0,624.7240000000002,-0.24842999999999366,7.0,8.0
CHEMBL117092,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2nccc3ccccc23)NS(=O)(=O)Cc2ccccc2)C1O,2500.0,506.62800000000016,2.100600000000002,3.0,5.0
CHEMBL3142751,NC(C(=O)N1CCC[C@H]1C(=O)NCc1ccc(S(N)(=O)=O)cc1)C(c1ccccc1)c1ccccc1,13000.0,487.60000000000014,3.4704000000000024,2.0,5.0
CHEMBL3142675,COc1cccc(OC)c1CNC(=O)[C@@H]1CCCN1C(=O)C(N)C(c1ccccc1)c1ccccc1,10000.0,466.95000000000016,4.489200000000003,2.0,5.0
CHEMBL124657,O=C(Cc1ccc(N2CCOCC2=O)cc1)Nc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1,10000.0,480.97700000000026,4.879300000000004,2.0,5.0
CHEMBL125939,O=C(CCc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCOCC2=O)cc1,10000.0,625.7120000000001,-0.8534299999999941,7.0,9.0
CHEMBL325869,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cnnc3ccccc23)NS(=O)(=O)Cc2ccccc2)C1O,1770.0,569.6230000000003,-0.891409999999996,7.0,9.0
CHEMBL115707,Cc1cnc(C(=O)NCC[C@@H](NC(=O)OCc2ccccc2)C(=O)NCC(=O)N[C@H]2CCCN(C(=N)N)C2O)cn1,2500.0,525.6360000000003,-2.3534599999999934,9.0,7.0
CHEMBL117672,N=C(N)NCCCC(NS(=O)(=O)Cc1ccccc1)C(=O)NCC(=O)N[C@H]1CCCN(C(=N)N)C1O,2500.0,429.52100000000024,0.8108700000000015,5.0,5.0
CHEMBL266349,N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,4700.0,525.4280000000002,4.9067200000000035,2.0,5.0
CHEMBL420338,Cc1cc(NC(=O)Cc2ccc3[nH]c(-c4ccc(Br)s4)nc3c2)ccc1N1CCOCC1=O,10000.0,577.639,-0.3089999999999957,7.0,8.0
CHEMBL327093,CC(O)[C@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(=O)N[C@H](C(=O)O)C1CCCCC1,55.0,354.4540000000002,1.9357699999999993,3.0,3.0
CHEMBL44883,N=C(N)c1ccc(CNC(=O)[C@@H]2CCC=C2C(=O)N2CCCCC2)cc1,6030.0,438.5730000000003,0.3700700000000037,6.0,5.0
CHEMBL114715,N=C(N)NCCCNC(=O)[C@@H]1CCCCN1C(=O)[C@@H](CC1CCCCC1)NCC(=O)O,22400.0,457.57400000000007,3.461800000000002,2.0,4.0
CHEMBL3142628,COc1cccc(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C(c2ccccc2)c2ccccc2)c1,36.0,608.7830000000005,6.568070000000007,2.0,5.0
CHEMBL47102,CCN(CC)C(=O)c1cccc(-c2ccc3c(c2)[C@@H]2[C@@H](CCCCC(=N)N)C(=O)N(C(=O)OCCCc4ccccc4)[C@H]2C3)c1,130.0,504.63100000000037,4.565070000000002,2.0,5.0
CHEMBL46845,CCN(CC)C(=O)c1cccc(-c2ccc3c(c2)C[C@H]2[C@H]3[C@@H](CCCCC(=N)N)C(=O)N2C(=O)OC)c1,16.0,517.6740000000004,4.480270000000003,2.0,4.0
CHEMBL47143,CCN(CC)C(=O)c1cccc(-c2ccc3c(c2)[C@@H]2[C@@H](CCCCC(=N)N)C(=O)N(C(=O)N(C)C)[C@H]2C3)c1,11000.0,216.28,2.570800000000001,0.0,2.0
CHEMBL101030,O=C1O[C@H]2CCC[C@@H]2[C@@H]1Cc1ccccc1,73.0,679.7230000000004,-0.9878599999999909,9.0,8.0
CHEMBL162443,N=C(N)N1CCCC(C[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)NCC(=O)N[C@H]2CCCN(C(=N)N)C2O)C1.O=C(O)C(F)(F)F,2500.0,592.8280000000005,7.211670000000008,2.0,3.0
CHEMBL44891,CCN(CC)C(=O)c1cccc(-c2ccc3c(c2)C[C@H]2[C@H]3[C@@H](CCCCC(=N)N)C(=O)N2CCCCCc2ccccc2)c1,5000.0,216.28,2.570800000000001,0.0,2.0
CHEMBL102081,O=C1O[C@H]2CCC[C@@H]2[C@H]1Cc1ccccc1,92.0,420.55700000000036,4.093570000000004,2.0,4.0
CHEMBL341187,N=C(N)c1cccc(C2Oc3ccccc3N(CCCCCN3CCCCC3)C2=O)c1,3400.0,480.6450000000004,5.574000000000006,0.0,5.0
CHEMBL457155,CC(C)=CC(=O)C[C@H]1C(=O)O[C@H]2C[C@]3(C)C4=CC[C@@H]5[C@](C)(CC[C@H]6OC(=O)[C@@]56C)[C@H]4CC[C@@]3(C)[C@@H]21,4.0,745.7570000000004,0.038140000000008334,9.0,10.0
CHEMBL164418,CCOC(=O)c1ccc(CCOC(=O)N[C@H](CC2CCN(C(=N)N)CC2)C(=O)NCC(=O)N[C@H]2CCCN(C(=N)N)C2O)cc1.O=C(O)C(F)(F)F,2500.0,551.4220000000001,4.663100000000003,3.0,5.0
CHEMBL174750,NS(=O)(=O)c1ccccc1-c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Br)cn2)cc1,10000.0,723.7320000000003,-1.289659999999991,10.0,9.0
CHEMBL435448,N=C(N)N1CCCC(C[C@@H](NS(=O)(=O)Cc2ccccc2C(=O)O)C(=O)NCC(=O)N[C@H]2CCCN(C(=N)N)C2O)C1.O=C(O)C(F)(F)F,2500.0,723.7320000000003,-1.2896599999999911,10.0,9.0
CHEMBL163482,N=C(N)N1CCC(C[C@@H](NS(=O)(=O)Cc2cccc(C(=O)O)c2)C(=O)NCC(=O)N[C@H]2CCCN(C(=N)N)C2O)CC1.O=C(O)C(F)(F)F,2500.0,448.6110000000001,4.870570000000003,2.0,4.0
CHEMBL130420,CC1CCCC(C)N1CCCCCN1C(=O)C(c2ccc(C(=N)N)cc2)Oc2ccccc21,1700.0,271.36400000000003,1.9372699999999996,3.0,2.0
CHEMBL46649,N=C(N)CCCC[C@H]1C(=O)N[C@H]2Cc3ccccc3[C@@H]21,200000.0,592.8280000000005,7.211670000000008,2.0,3.0
CHEMBL296972,CCN(CC)C(=O)c1cccc(-c2ccc3c(c2)[C@@H]2[C@@H](CCCCC(=N)N)C(=O)N(CCCCCc4ccccc4)[C@H]2C3)c1,5000.0,504.6310000000004,4.565070000000003,2.0,5.0
CHEMBL295886,CCN(CC)C(=O)c1cccc(-c2ccc3c(c2)[C@@H]2[C@@H](CCCCC(=N)N)C(=O)N(C(=O)OC)[C@H]2C3)c1,50.0,517.6740000000003,4.528170000000005,3.0,4.0
CHEMBL45032,CCNC(=O)N1C(=O)[C@H](CCCCC(=N)N)[C@H]2c3cc(-c4cccc(C(=O)N(CC)CC)c4)ccc3C[C@@H]21,3000.0,517.6740000000003,4.528170000000005,3.0,4.0
CHEMBL296764,CCNC(=O)N1C(=O)[C@H](CCCCC(=N)N)[C@H]2c3ccc(-c4cccc(C(=O)N(CC)CC)c4)cc3C[C@@H]21,5600.0,417.5970000000001,5.062670000000005,2.0,2.0
CHEMBL46923,N=C(N)CCCC[C@H]1C(=O)N(CCCCCc2ccccc2)[C@H]2Cc3ccccc3[C@H]12,13000.0,586.7580000000004,5.1875700000000045,2.0,5.0
CHEMBL297169,CCN(CC)C(=O)c1cccc(-c2ccc3c(c2)[C@@H]2[C@@H](CCCCC(=N)N)C(=O)N(S(=O)(=O)c4ccccc4)[C@H]2C3)c1,16.0,448.6110000000001,4.870570000000003,2.0,4.0
CHEMBL133326,CC1CCCC(C)N1CCCCCN1C(=O)C(c2cccc(C(=N)N)c2)Oc2ccccc21,890.0,518.6580000000005,4.319270000000002,2.0,5.0
CHEMBL46993,CCN(CC)C(=O)c1cccc(-c2ccc3c(c2)[C@@H]2[C@@H](CCCCC(=N)N)C(=O)N(COC(C)=O)[C@H]2C3)c1,12000.0,434.5840000000001,4.480470000000003,2.0,4.0
CHEMBL130313,CC1CCCC(C)N1CCCCN1C(=O)C(c2cccc(C(=N)N)c2)Oc2ccccc21,1100.0,520.7620000000002,7.070270000000008,2.0,4.0
CHEMBL133328,CCCCCCN(CCCCCC)CCCCCN1C(=O)C(c2cccc(C(=N)N)c2)Oc2ccccc21,1900.0,318.3730000000001,1.9457699999999991,3.0,4.0
CHEMBL102134,CC(=O)O.N=C(N)c1cccc(C[C@H]2C(=O)O[C@H]3CCC[C@@H]32)c1,100000.0,284.356,1.9153699999999991,3.0,4.0
CHEMBL323543,CC(=O)O.N=C(N)CCCC[C@H]1C(=O)O[C@H]2CCC[C@@H]21,130.0,737.7590000000002,-1.2012599999999916,9.0,10.0
CHEMBL352119,COC(=O)c1ccccc1CS(=O)(=O)N[C@H](CC1CCCN(C(=N)N)C1)C(=O)NCC(=O)N[C@H]1CCCN(C(=N)N)C1O.O=C(O)C(F)(F)F,1100.0,343.427,1.8226699999999996,2.0,4.0
CHEMBL295211,COC(=O)CN1C(=O)[C@H](CCCCC(=N)N)[C@H]2c3ccccc3C[C@@H]21,43000.0,747.7620000000001,-2.0121599999999926,9.0,12.0
CHEMBL164419,N=C(N)N1CCC(C[C@@H](NS(=O)(=O)Cc2ccccc2-n2cnnn2)C(=O)NCC(=O)N[C@H]2CCCN(C(=N)N)C2O)CC1.O=C(O)C(F)(F)F,2500.0,441.0150000000001,6.239900000000007,0.0,3.0
CHEMBL423149,CC1CCCC(C)N1CCCCCN1C(=O)C(c2ccccc2Cl)Oc2ccccc21,65000.0,434.5840000000001,4.480470000000003,2.0,4.0
CHEMBL130569,CC1CCC(C)N1CCCCCN1C(=O)C(c2cccc(C(=N)N)c2)Oc2ccccc21,910.0,234.32000000000002,2.8728000000000016,0.0,3.0
CHEMBL100989,O=C1O[C@H]2CCC[C@@H]2[C@@H]1Sc1ccccc1,10.0,583.5690000000004,-1.7514599999999931,9.0,8.0
CHEMBL162277,COC(=O)N[C@H](CC1CCN(C(=N)N)CC1)C(=O)NCC(=O)N[C@H]1CCCN(C(=N)N)C1O.O=C(O)C(F)(F)F,2500.0,318.37300000000005,1.9457699999999993,3.0,4.0
CHEMBL323544,CC(=O)O.N=C(N)c1ccc(C[C@H]2C(=O)O[C@H]3CCC[C@@H]32)cc1,16800.0,679.7230000000004,-0.9878599999999913,9.0,8.0
CHEMBL162399,N=C(N)N1CCC(C[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)NCC(=O)N[C@H]2CCCN(C(=N)N)C2O)CC1.O=C(O)C(F)(F)F,2500.0,737.7590000000004,-1.2012599999999916,9.0,10.0
CHEMBL163338,COC(=O)c1cccc(CS(=O)(=O)N[C@H](CC2CCN(C(=N)N)CC2)C(=O)NCC(=O)N[C@H]2CCCN(C(=N)N)C2O)c1.O=C(O)C(F)(F)F,2500.0,166.21999999999997,1.9042,0.0,2.0
CHEMBL100672,C=CC[C@H]1C(=O)O[C@H]2CCC[C@@H]21,50.0,723.7320000000003,-1.2896599999999911,10.0,9.0
